country_code,date,new_confirmed,cumulative_confirmed,new_deceased,cumulative_deceased,population
IL,2022-04-14,4,4332,0,1,8541
IL,2022-04-14,3,1359,0,0,2406
NL,2022-04-14,10,9288,0,28,25372
NL,2022-04-14,7,12943,0,33,33178
NL,2022-04-14,2,8287,0,24,20776
NL,2022-04-14,13,22569,0,40,51430
NL,2022-04-14,4,9394,0,22,19076
NL,2022-04-14,0,11748,0,28,24961
NL,2022-04-14,3,6988,0,36,16470
NL,2022-04-14,0,9511,0,18,
NL,2022-04-14,52,71100,0,146,154235
NL,2022-04-14,18,25833,0,62,52398
NL,2022-04-14,4,8294,0,20,17813
NL,2022-04-14,32,61602,0,154,124914
NL,2022-04-14,12,27638,0,83,56811
NL,2022-04-14,7,7691,0,26,23386
NL,2022-04-14,18,38842,0,78,87401
NL,2022-04-14,9,21471,0,46,43909
US,2022-04-14,0,27339,0,136,99675
US,2022-04-14,1,25673,0,504,104378
US,2022-04-14,0,2690,0,90,12131
US,2022-04-14,0,5293,0,76,16571
US,2022-04-14,0,2907,0,59,9127
US,2022-04-14,0,1927,0,35,7013
US,2022-04-14,0,1728,0,31,6575
US,2022-04-14,7,10702,0,134,64111
US,2022-04-14,3,4508,0,60,16108
US,2022-04-14,0,2894,0,15,13295
US,2022-04-14,3,4823,0,57,24674
US,2022-04-14,0,1874,0,23,9959
US,2022-04-14,4,20720,0,272,151009
US,2022-04-14,0,3830,0,55,14364
US,2022-04-14,0,189261,0,2147,740000
US,2022-04-14,0,17569,0,422,73384
US,2022-04-14,0,2552,0,42,12298
US,2022-04-14,0,3475,0,51,18219
US,2022-04-14,0,28790,0,337,102132
US,2022-04-14,-2,1089,1,14,7347
US,2022-04-14,0,2087,1,62,11965
US,2022-04-14,5,10722,0,148,36124
US,2022-04-14,2,13998,0,136,50993
US,2022-04-14,0,3107,0,69,12028
US,2022-04-14,0,9616,0,121,34384
US,2022-04-14,0,1504,0,28,5467
US,2022-04-14,0,48153,0,612,178056
US,2022-04-14,0,46813,0,500,165087
US,2022-04-14,0,6582,0,103,20903
US,2022-04-14,0,7774,0,58,24973
US,2022-04-14,0,6393,0,129,24495
US,2022-04-14,0,18078,0,279,64314
US,2022-04-14,0,13271,0,159,47209
US,2022-04-14,1,6715,0,95,20413
US,2022-04-14,3,11241,0,111,46110
US,2022-04-14,0,986,0,11,4574
US,2022-04-14,6,35110,0,583,150169
US,2022-04-14,0,3429,0,65,17624
US,2022-04-14,0,101373,0,1707,407488
US,2022-04-14,0,166659,0,1519,649278
US,2022-04-14,0,3591,0,53,21645
US,2022-04-14,4,19786,0,123,63766
US,2022-04-14,2,7018,0,67,29159
US,2022-04-14,0,681,0,18,4948
US,2022-04-14,0,1924,0,38,7754
US,2022-04-14,0,26666,0,300,85071
US,2022-04-14,0,7307,0,169,29292
US,2022-04-14,0,3192,0,60,14094
US,2022-04-14,0,6003,0,87,20430
US,2022-04-14,0,1797,0,46,8855
US,2022-04-14,0,5220,0,104,18237
US,2022-04-14,0,225,0,3,1281
US,2022-04-14,0,14750,0,104,54138
US,2022-04-14,0,1968,0,23,6916
US,2022-04-14,0,435,0,12,1919
US,2022-04-14,0,1514,0,24,6186
US,2022-04-14,0,5025,0,30,21032
US,2022-04-14,0,753,0,6,4227
US,2022-04-14,117,76882,0,1256,368168
US,2022-04-14,8,33540,1,420,142689
US,2022-04-14,23,12819,0,169,53802
US,2022-04-14,5,6971,1,147,27753
US,2022-04-14,5,4612,0,74,18831
US,2022-04-14,-2,2904,0,55,13082
US,2022-04-14,58,79216,3,805,279542
US,2022-04-14,2,3031,1,54,11121
US,2022-04-14,0,2464,0,41,7684
US,2022-04-14,1,3567,0,43,23398
US,2022-04-14,2,7034,0,84,48757
US,2022-04-14,2,9011,0,231,43818
US,2022-04-14,4,4529,0,93,18270
US,2022-04-14,0,5970,0,107,22593
US,2022-04-14,0,2226,0,39,9554
US,2022-04-14,0,15494,0,102,56681
US,2022-04-14,0,425,0,9,2401
US,2022-04-14,0,1376,0,28,6494
US,2022-04-14,0,12854,0,180,41623
US,2022-04-14,0,19704,0,353,64062
US,2022-04-14,0,2010,0,35,6593
US,2022-04-14,0,16651,0,316,56620
US,2022-04-14,0,14278,0,200,43388
US,2022-04-14,0,9976,0,170,33892
US,2022-04-14,0,14485,0,192,52260
US,2022-04-14,0,5398,0,75,19399
US,2022-04-14,0,9523,0,151,33325
US,2022-04-14,0,8225,0,129,26764
US,2022-04-14,0,1527,1,36,6005
US,2022-04-14,281,212411,-2,1503,971864
US,2022-04-14,0,701,0,16,2964
US,2022-04-14,0,9649,0,182,51892
US,2022-04-14,0,286,0,13,1226
US,2022-04-14,0,2786,0,84,12429
US,2022-04-14,0,2822,0,43,11383
US,2022-04-14,0,8004,0,288,44263
US,2022-04-14,2,4046,0,68,11957
US,2022-04-14,8,5438,-1,30,21292
US,2022-04-14,20,13526,0,25,41330
US,2022-04-14,2,1768,0,21,6354
US,2022-04-14,0,1119,0,18,5062
US,2022-04-14,0,3327,0,39,11569
US,2022-04-14,2,7230,0,135,34225
US,2022-04-14,2,8557,1,154,39409
US,2022-04-14,0,7485,1,147,28829
US,2022-04-14,-1,2555,0,77,6484
US,2022-04-14,1,1305,0,22,3918
US,2022-04-14,7,4896,0,14,28964
US,2022-04-14,0,4526,0,65,22509
US,2022-04-14,0,8695,0,90,49382
US,2022-04-14,2,3283,0,36,15501
US,2022-04-14,10,9214,0,53,36877
US,2022-04-14,3,6394,0,87,24193
US,2022-04-14,12,17000,1,265,59869
US,2022-04-14,0,1587,0,18,6968
BR,2022-04-14,0,287,0,6,6598
BR,2022-04-14,0,629,0,16,7754
BR,2022-04-14,0,201,0,6,8491
BR,2022-04-14,0,916,0,27,19020
BR,2022-04-14,0,3754,0,68,27355
BR,2022-04-14,0,1006,0,23,10975
BR,2022-04-14,0,11094,0,157,44227
BR,2022-04-14,0,2073,0,7,5802
BR,2022-04-14,0,627,0,26,14653
BR,2022-04-14,0,1366,0,28,15702
BR,2022-04-14,1,309,0,13,17991
BR,2022-04-14,0,1160,0,16,14282
BR,2022-04-14,0,612,0,8,10368
BR,2022-04-14,0,772,0,7,8895
BR,2022-04-14,0,555,0,8,10222
BR,2022-04-14,0,2549,0,45,25408
BR,2022-04-14,0,1110,0,22,12836
BR,2022-04-14,0,453,0,8,3874
BR,2022-04-14,0,1140,0,13,17008
BR,2022-04-14,0,1144,0,13,15508
BR,2022-04-14,0,3227,0,61,21081
BR,2022-04-14,0,1622,0,41,20216
BR,2022-04-14,0,2596,0,57,30343
BR,2022-04-14,0,824,0,16,15052
BR,2022-04-14,0,666,0,9,3733
BR,2022-04-14,0,616,0,13,12311
BR,2022-04-14,0,364,0,10,8073
BR,2022-04-14,0,3122,0,48,17376
BR,2022-04-14,0,689,0,22,16014
BR,2022-04-14,0,1007,0,27,14640
BR,2022-04-14,0,3267,0,56,27274
BR,2022-04-14,0,489,0,11,8410
BR,2022-04-14,0,1600,0,20,21001
BR,2022-04-14,0,1070,0,13,9799
BR,2022-04-14,0,3663,0,90,38957
BR,2022-04-14,0,4226,0,93,57800
BR,2022-04-14,0,1129,0,23,15899
BR,2022-04-14,0,1248,0,23,21482
BR,2022-04-14,0,1262,0,10,14836
BR,2022-04-14,0,989,0,26,6984
BR,2022-04-14,1,3198,0,61,19007
BR,2022-04-14,105,361225,2,11022,2452185
BR,2022-04-14,1,608,0,6,4629
BR,2022-04-14,7,6448,0,83,34409
BR,2022-04-14,2,15328,0,291,113561
BR,2022-04-14,1,3131,0,62,34274
BR,2022-04-14,1,5004,0,124,42690
BR,2022-04-14,2,2374,0,72,41890
BR,2022-04-14,0,900,0,7,10276
BR,2022-04-14,0,1475,0,14,6852
BR,2022-04-14,3,35953,0,770,188233
BR,2022-04-14,0,3287,0,63,9519
BR,2022-04-14,2,7177,0,85,30768
BR,2022-04-14,0,4981,0,27,12523
BR,2022-04-14,0,3063,0,52,11723
BR,2022-04-14,0,3979,0,50,10879
BR,2022-04-14,0,6278,0,74,25902
BR,2022-04-14,4,28179,0,343,109028
BR,2022-04-14,0,2345,0,19,8672
BR,2022-04-14,0,277,0,4,2013
BR,2022-04-14,6,1262,0,21,3802
BR,2022-04-14,0,679,0,11,3714
BR,2022-04-14,0,2101,0,24,8716
BR,2022-04-14,41,20482,0,439,86647
BR,2022-04-14,1,609,0,32,10649
BR,2022-04-14,0,4581,0,35,13404
BR,2022-04-14,0,415,0,9,2826
BR,2022-04-14,2,5018,0,96,18915
BR,2022-04-14,0,3986,0,33,19089
BR,2022-04-14,0,2028,-1,28,24599
BR,2022-04-14,0,117,-1,1,5293
BR,2022-04-14,0,446,0,4,6524
BR,2022-04-14,0,412,-1,11,5577
BR,2022-04-14,0,1840,1,51,46750
BR,2022-04-14,0,1224,0,30,12550
BR,2022-04-14,0,1384,-1,62,20381
BR,2022-04-14,0,316,0,7,4590
BR,2022-04-14,0,1090,-1,12,13181
BR,2022-04-14,0,1321,0,30,17562
BR,2022-04-14,0,1264,-2,37,20079
BR,2022-04-14,0,345,0,1,11541
BR,2022-04-14,0,1978,-2,49,26327
BR,2022-04-14,0,1478,0,22,26476
BR,2022-04-14,0,610,0,3,4425
BR,2022-04-14,0,1448,0,20,6704
BR,2022-04-14,0,554,0,9,5297
BR,2022-04-14,0,3378,0,52,13653
BR,2022-04-14,0,386,0,5,4755
BR,2022-04-14,0,4168,0,77,20426
BR,2022-04-14,8,36442,0,707,213016
BR,2022-04-14,0,850,0,7,4535
BR,2022-04-14,0,2783,0,47,31113
BR,2022-04-14,0,435,0,5,5142
BR,2022-04-14,0,1089,0,19,6121
BR,2022-04-14,3,1097,0,8,3939
BR,2022-04-14,0,229,0,2,4225
BR,2022-04-14,5,10285,0,139,52520
BR,2022-04-14,0,515,0,7,3205
BR,2022-04-14,3,1559,0,55,13192
BR,2022-04-14,0,522,1,9,6069
BR,2022-04-14,0,4057,0,67,21234
BR,2022-04-14,3,15352,0,365,100765
BR,2022-04-14,13,4807,0,45,20430
BR,2022-04-14,0,963,0,12,7954
BR,2022-04-14,0,624,0,17,3790
BR,2022-04-14,0,471,0,0,5579
BR,2022-04-14,0,1062,0,10,9271
BR,2022-04-14,0,850,0,12,3490
BR,2022-04-14,0,3692,0,29,14404
BR,2022-04-14,4,5155,0,65,29105
BR,2022-04-14,0,1619,0,28,8807
BR,2022-04-14,0,5818,0,61,39178
BR,2022-04-14,0,292,0,3,4397
BR,2022-04-14,0,434,0,14,4389
BR,2022-04-14,0,4697,0,73,23906
BR,2022-04-14,0,1200,0,33,10245
BR,2022-04-14,0,1590,0,21,6686
BR,2022-04-14,0,205,0,6,2798
BR,2022-04-14,0,3282,0,83,25814
BR,2022-04-14,0,284,0,6,2847
BR,2022-04-14,0,758,0,1,11681
BR,2022-04-14,0,1239,0,31,10291
BR,2022-04-14,0,7341,0,174,45614
BR,2022-04-14,8,783,0,13,5398
BR,2022-04-14,0,1517,0,14,5154
BR,2022-04-14,0,784,0,10,2726
BR,2022-04-14,0,3134,0,61,17599
BR,2022-04-14,1,646,0,7,1900
BR,2022-04-14,0,1217,0,29,15298
BR,2022-04-14,0,6928,0,190,113227
BR,2022-04-14,0,936,0,22,11381
BR,2022-04-14,0,2878,0,48,51309
BR,2022-04-14,1,1164,0,19,13670
BR,2022-04-14,15,13750,1,255,97819
BR,2022-04-14,0,1301,0,29,17141
BR,2022-04-14,0,91,0,10,5265
BR,2022-04-14,0,1780,0,29,16875
BR,2022-04-14,0,5457,0,85,33690
BR,2022-04-14,0,339,0,5,3557
BR,2022-04-14,0,522,0,5,4900
BR,2022-04-14,0,472,0,8,4019
BR,2022-04-14,0,642,0,3,7475
BR,2022-04-14,0,338,0,6,4164
BR,2022-04-14,1,1475,0,39,12973
BR,2022-04-14,0,7777,0,164,65803
BR,2022-04-14,0,1506,0,22,14936
BR,2022-04-14,0,690,0,25,12537
BR,2022-04-14,1,1777,0,21,15819
BR,2022-04-14,0,1106,0,12,10604
BR,2022-04-14,1,1369,0,86,30796
BR,2022-04-14,0,1507,0,31,25645
BR,2022-04-14,0,1796,0,43,22151
BR,2022-04-14,0,517,0,6,5475
BR,2022-04-14,0,993,0,21,7812
BR,2022-04-14,0,426,0,13,6498
BR,2022-04-14,0,291,0,3,2626
BR,2022-04-14,0,104,0,9,3363
BR,2022-04-14,0,751,0,6,8553
BR,2022-04-14,0,285,0,7,4917
BR,2022-04-14,0,25,0,3,3560
BR,2022-04-14,1,2979,0,29,10987
BR,2022-04-14,0,1235,0,9,3796
BR,2022-04-14,10,31408,0,519,112377
BR,2022-04-14,3,7376,0,114,30704
BR,2022-04-14,0,1895,0,23,9001
BR,2022-04-14,1,388,0,6,3818
BR,2022-04-14,0,1337,0,12,5098
BR,2022-04-14,0,12121,0,175,42888
BR,2022-04-14,0,1028,0,10,6761
BR,2022-04-14,1,2626,0,24,10678
BR,2022-04-14,0,2225,0,21,8996
BR,2022-04-14,0,1181,0,31,5249
BR,2022-04-14,17,25359,0,404,69872
BR,2022-04-14,0,2795,0,48,14827
BR,2022-04-14,0,804,0,31,8895
BR,2022-04-14,0,1431,0,27,12924
BR,2022-04-14,0,1726,0,26,13856
BR,2022-04-14,0,2206,0,25,12113
BR,2022-04-14,0,4483,0,49,28954
BR,2022-04-14,0,326,0,3,2895
BR,2022-04-14,0,513,0,8,7171
BR,2022-04-14,5,10602,0,245,87668
BR,2022-04-14,0,1862,0,27,10827
BR,2022-04-14,0,2266,0,24,10719
BR,2022-04-14,0,607,0,13,7045
BR,2022-04-14,61,15895,1,327,77653
BR,2022-04-14,0,555,0,6,3665
BR,2022-04-14,3,1773,0,57,12572
BR,2022-04-14,0,950,0,14,2367
BR,2022-04-14,2,2023,0,32,11612
BR,2022-04-14,0,276,0,5,3064
BR,2022-04-14,1,3962,0,28,12359
BR,2022-04-14,1,1810,0,40,7171
BR,2022-04-14,0,838,0,11,5780
BR,2022-04-14,0,573,0,6,3343
BR,2022-04-14,0,334,0,4,2212
BR,2022-04-14,37,11902,0,178,49071
BR,2022-04-14,0,264,0,7,2281
BR,2022-04-14,0,117,0,1,1487
BR,2022-04-14,0,2256,0,33,9323
BR,2022-04-14,0,686,0,6,2762
BR,2022-04-14,0,3468,0,38,14761
BR,2022-04-14,0,1453,0,18,6798
BR,2022-04-14,0,938,0,11,4275
BR,2022-04-14,0,1093,0,23,4107
BR,2022-04-14,0,926,0,15,4894
BR,2022-04-14,0,1658,0,19,6143
BR,2022-04-14,0,2670,0,34,15757
BR,2022-04-14,0,419,0,4,2896
BR,2022-04-14,0,9745,0,101,30960
BR,2022-04-14,0,1139,0,13,3527
BR,2022-04-14,0,1409,0,23,10878
BR,2022-04-14,0,601,0,13,7742
BR,2022-04-14,0,768,0,20,11410
BR,2022-04-14,0,149,0,10,3000
BR,2022-04-14,0,1286,0,37,5706
BR,2022-04-14,10,3291,0,86,22210
BR,2022-04-14,0,6698,0,204,56476
BR,2022-04-14,4,6573,0,150,41604
BR,2022-04-14,0,866,0,60,16607
BR,2022-04-14,0,327,0,8,4072
BR,2022-04-14,0,1422,0,27,4369
BR,2022-04-14,2,1464,0,23,5238
BR,2022-04-14,0,309,0,7,2096
BR,2022-04-14,0,785,0,10,3020
BR,2022-04-14,26,7287,0,237,37404
BR,2022-04-14,1,15310,0,344,112072
BR,2022-04-14,23,23327,0,1440,290752
BR,2022-04-14,5,5271,0,153,71217
BR,2022-04-14,0,3155,0,73,23362
BR,2022-04-14,0,8067,0,165,44859
BR,2022-04-14,0,68455,0,1748,370126
BR,2022-04-14,0,1645,0,21,6712
BR,2022-04-14,33,36605,0,1074,216745
BR,2022-04-14,0,418,0,15,2820
BR,2022-04-14,0,2126,0,12,13105
BR,2022-04-14,0,4571,0,99,28475
BR,2022-04-14,0,1939,0,69,10623
BR,2022-04-14,0,396,0,12,3481
BR,2022-04-14,18,40246,0,1009,207610
BR,2022-04-14,0,834,0,3,2808
BR,2022-04-14,0,1130,0,14,8612
BR,2022-04-14,4,13061,0,654,186253
BR,2022-04-14,0,555,0,35,5451
BR,2022-04-14,0,1071,0,18,5447
BR,2022-04-14,1,2348,0,58,12114
BR,2022-04-14,0,1674,0,25,8786
BR,2022-04-14,0,193,0,3,3768
BR,2022-04-14,0,9564,0,165,30838
BR,2022-04-14,0,4590,0,72,18427
BR,2022-04-14,0,314,0,2,2622
BR,2022-04-14,0,510,0,7,4568
BR,2022-04-14,0,3519,0,60,22619
AR,2022-04-14,204,1007310,0,12537,3063728
BR,2022-04-14,51,297159,3,6913,3120494
CZ,2022-04-14,504,527494,2,4261,1369332
AR,2022-04-14,1,25625,0,339,94461
AR,2022-04-14,0,4986,0,96,18078
AR,2022-04-14,2,51544,0,1067,265981
AR,2022-04-14,0,5388,0,97,23027
AR,2022-04-14,0,1051,0,21,3985
AR,2022-04-14,0,7321,0,187,49432
AR,2022-04-14,0,2554,0,45,34075
AR,2022-04-14,0,5543,0,82,38343
AR,2022-04-14,0,1897,0,36,14046
AR,2022-04-14,0,64397,0,1287,320921
AR,2022-04-14,0,25101,0,382,176410
AR,2022-04-14,0,933,0,19,15109
CZ,2022-04-14,16,25842,1,341,70532
CZ,2022-04-14,15,26805,0,360,86364
BH,2022-04-14,0,562399,0,1473,1701583
CO,2022-04-14,264,6089176,4,139738,50882884
KY,2022-04-14,0,21406,0,27,65720
MR,2022-04-14,0,58681,0,982,4649660
NC,2022-04-14,0,60521,0,312,285491
WF,2022-04-14,0,454,0,7,11246
WS,2022-04-14,0,4092,0,9,198410
YT,2022-04-14,0,37038,0,187,272813
CA,2022-04-14,0,134307,0,1273,1168057
CL,2022-04-14,25,77672,1,1085,330558
ID,2022-04-14,6,84204,0,2524,4244096
IN,2022-04-14,45,3946221,0,40057,61130704
IN,2022-04-14,0,11402,0,52,60595
IT,2022-04-14,6861,1578957,13,14302,4905854
JP,2022-04-14,4314,811584,11,4848,8806371
NL,2022-04-14,581,970733,0,2777,2071972
TH,2022-04-14,394,16867,1,76,634513
TH,2022-04-14,100,11299,0,94,460400
GB,2022-04-14,2540,2530784,36,24058,7300075
GB,2022-04-14,2517,1999515,17,17280,6235410
RU,2022-04-14,168,289842,10,8348,2375021
RU,2022-04-14,246,212777,4,6784,2474556
RU,2022-04-14,371,375623,6,8159,2305608
AT,2022-04-14,5,7326,0,41,17289
AT,2022-04-14,189,41942,0,155,103686
AT,2022-04-14,85,38606,0,110,73094
BR,2022-04-14,197,695172,4,11627,2570160
BR,2022-04-14,798,299901,8,7493,1302001
IL,2022-04-14,22,14474,0,7,27635
IL,2022-04-14,0,3544,0,1,10148
IL,2022-04-14,0,1351,0,1,4243
IL,2022-04-14,4,5875,0,18,14784
IN,2022-04-14,0,0,0,0,238142
IN,2022-04-14,0,190938,0,1184,4290589
IN,2022-04-14,0,0,0,0,
IN,2022-04-14,0,11933,0,240,2728407
IN,2022-04-14,0,45258,0,497,
IN,2022-04-14,0,75969,0,1238,2663629
IN,2022-04-14,0,31627,0,562,799781
IN,2022-04-14,0,12113,0,27,533638
IN,2022-04-14,0,25986,0,169,
IN,2022-04-14,0,73443,0,994,1493984
IN,2022-04-14,0,0,0,0,582320
IN,2022-04-14,0,0,0,0,
IN,2022-04-14,0,22756,0,272,2743082
IN,2022-04-14,0,14694,0,54,2299885
IN,2022-04-14,2,16094,0,171,519080
IN,2022-04-14,0,3156,0,18,31564
IN,2022-04-14,0,14229,0,371,1074304
IN,2022-04-14,0,0,0,0,1150567
IN,2022-04-14,0,101483,0,711,1805769
IN,2022-04-14,56,1057701,1,19561,3085411
IN,2022-04-14,0,10309,0,98,258840
IN,2022-04-14,0,10724,0,80,643291
IN,2022-04-14,2,9833,0,205,237399
IN,2022-04-14,0,0,0,0,1575362
IN,2022-04-14,0,0,0,0,1340411
IN,2022-04-14,0,0,0,0,1066063
IN,2022-04-14,0,0,0,0,1512681
IN,2022-04-14,0,0,0,0,64937
IN,2022-04-14,3,17289,0,474,378811
IN,2022-04-14,0,36756,0,512,3529031
IN,2022-04-14,2,78303,0,1578,2193590
IN,2022-04-14,0,0,0,0,
IN,2022-04-14,0,42130,0,226,735394
IN,2022-04-14,0,0,0,0,1302156
IN,2022-04-14,0,0,0,0,4465344
IN,2022-04-14,0,0,0,0,2498156
IN,2022-04-14,0,0,0,0,2031007
IN,2022-04-14,0,0,0,0,3006538
IN,2022-04-14,0,57741,0,351,3502404
CA,2022-04-14,0,176759,0,1611,
CA,2022-04-14,0,3271,0,19,
IL,2022-04-14,34,19926,0,24,43303
IL,2022-04-14,183,327120,0,575,936425
IL,2022-04-14,4,3173,0,1,6039
IL,2022-04-14,19,4700,0,1,8955
NL,2022-04-14,50,73764,0,214,163818
NL,2022-04-14,7,11892,0,40,31302
NL,2022-04-14,2,11497,0,44,23793
NL,2022-04-14,4,14469,0,28,26140
NL,2022-04-14,21,29643,0,53,59689
NL,2022-04-14,11,14549,0,33,30030
NL,2022-04-14,1,9898,0,27,20004
NL,2022-04-14,19,21025,0,91,49515
NL,2022-04-14,53,56933,0,86,124899
NL,2022-04-14,24,33765,0,133,77999
NL,2022-04-14,19,21096,0,51,42762
NL,2022-04-14,9,17134,0,39,34462
US,2022-04-14,0,3956,0,17,13834
US,2022-04-14,0,153,0,0,1167
US,2022-04-14,1,2861,0,71,12431
US,2022-04-14,1,18749,0,326,71437
US,2022-04-14,0,4571,0,75,17115
US,2022-04-14,38,89344,0,956,361762
US,2022-04-14,1,5116,0,79,21739
US,2022-04-14,8,30862,0,331,119520
US,2022-04-14,0,17190,0,379,53578
US,2022-04-14,19,62295,2,813,271096
US,2022-04-14,113,591772,6,6443,2414964
US,2022-04-14,-62,81781,-1,447,443511
US,2022-04-14,0,3935,0,61,14165
US,2022-04-14,0,48346,0,618,174049
US,2022-04-14,0,89528,0,1597,419680
US,2022-04-14,0,2964,0,61,11307
US,2022-04-14,0,2480,0,62,11195
US,2022-04-14,0,10331,0,163,36637
US,2022-04-14,0,2955,0,46,10573
US,2022-04-14,1,3639,0,79,17311
US,2022-04-14,0,6032,0,65,28439
US,2022-04-14,1,2606,0,16,10667
US,2022-04-14,5,10234,0,129,33007
US,2022-04-14,5,9526,0,100,29034
US,2022-04-14,0,5838,0,120,20791
US,2022-04-14,0,2311,0,20,10686
US,2022-04-14,0,2115,0,29,7833
US,2022-04-14,0,4278,0,34,16298
US,2022-04-14,0,18980,0,184,66845
US,2022-04-14,0,643,0,7,3615
US,2022-04-14,0,3497,0,44,10714
US,2022-04-14,0,3659,0,51,10212
US,2022-04-14,0,2210,0,48,8720
US,2022-04-14,0,2466,0,59,9249
US,2022-04-14,0,2613,0,50,9216
US,2022-04-14,0,7576,0,100,27913
US,2022-04-14,0,3934,0,61,11880
US,2022-04-14,1,7871,0,137,25583
US,2022-04-14,2,7325,0,135,27267
US,2022-04-14,2,37105,0,463,137712
US,2022-04-14,47,87728,0,1108,391493
US,2022-04-14,21,22537,0,284,107399
US,2022-04-14,45,12970,0,156,67609
US,2022-04-14,0,11627,0,120,37679
US,2022-04-14,0,26840,0,398,109456
US,2022-04-14,0,3533,0,60,17571
US,2022-04-14,0,287896,0,3821,1256016
US,2022-04-14,2,13410,0,138,42778
US,2022-04-14,0,2708,0,37,12506
US,2022-04-14,0,2027,0,16,8332
US,2022-04-14,83,124464,0,1332,544886
US,2022-04-14,0,22675,0,338,103315
US,2022-04-14,0,2549,0,64,12168
US,2022-04-14,0,5147,0,93,22877
US,2022-04-14,0,2102,0,34,9365
US,2022-04-14,0,13307,0,223,55100
US,2022-04-14,0,9025,0,146,38745
US,2022-04-14,0,53623,0,663,204966
US,2022-04-14,0,8308,0,156,34340
US,2022-04-14,0,11100,0,160,49678
US,2022-04-14,0,9471,0,122,28486
US,2022-04-14,0,4189,0,35,16386
US,2022-04-14,0,386,0,14,2161
US,2022-04-14,0,4131,0,56,14029
US,2022-04-14,0,24277,0,195,102492
US,2022-04-14,0,22113,0,125,70489
US,2022-04-14,0,11632,0,86,30291
US,2022-04-14,0,1075,0,14,6341
US,2022-04-14,0,12007,0,99,49350
US,2022-04-14,0,1508,0,14,8515
US,2022-04-14,0,112,0,5,666
US,2022-04-14,0,713,0,10,3505
US,2022-04-14,200,163062,0,2924,595424
US,2022-04-14,1,2000,0,51,8299
US,2022-04-14,0,2036,0,70,11064
US,2022-04-14,190,341869,0,6646,1440625
US,2022-04-14,14,9599,0,44,50465
US,2022-04-14,39,31779,0,249,159200
US,2022-04-14,43,13805,0,127,64365
US,2022-04-14,3,6671,1,121,28436
US,2022-04-14,11,19247,1,296,77295
US,2022-04-14,60,41604,3,936,200281
US,2022-04-14,0,2268,0,35,10318
US,2022-04-14,8,8078,1,164,33031
US,2022-04-14,0,9664,0,185,38819
US,2022-04-14,4,12673,1,257,51996
US,2022-04-14,2,8213,0,108,30385
US,2022-04-14,10,40181,1,739,165654
US,2022-04-14,0,1050,0,36,6142
US,2022-04-14,21,7867,0,108,40934
US,2022-04-14,0,20186,0,91,82952
US,2022-04-14,0,39108,0,432,129999
US,2022-04-14,0,2678,0,61,8158
US,2022-04-14,0,463,0,8,1514
US,2022-04-14,0,11706,0,112,41269
US,2022-04-14,9,3599,0,78,13533
US,2022-04-14,0,512,0,14,2230
US,2022-04-14,0,2206,0,83,20553
US,2022-04-14,0,199,0,3,1363
US,2022-04-14,8,5766,0,70,15556
US,2022-04-14,0,51,0,0,289
US,2022-04-14,0,3717,0,54,14251
US,2022-04-14,0,977,0,37,7100
US,2022-04-14,6,18453,0,212,72816
US,2022-04-14,0,3456,0,87,12683
US,2022-04-14,11,14679,0,90,50761
US,2022-04-14,2,3691,0,39,16684
US,2022-04-14,-1,2147,0,63,11872
US,2022-04-14,5,3888,0,17,25360
US,2022-04-14,0,386,0,7,2215
US,2022-04-14,8,3304,0,40,15006
US,2022-04-14,2,3985,0,46,15739
US,2022-04-14,-1,3897,0,42,14217
US,2022-04-14,1,2259,0,33,8348
BR,2022-04-14,3,2866,0,40,12538
BR,2022-04-14,-2,2130,0,36,25188
BR,2022-04-14,0,2166,0,36,18007
BR,2022-04-14,0,2997,0,31,21451
BR,2022-04-14,0,2300,0,19,12563
BR,2022-04-14,0,1158,0,17,13612
BR,2022-04-14,0,915,0,9,13695
BR,2022-04-14,0,702,0,8,11154
BR,2022-04-14,0,1577,0,52,18605
BR,2022-04-14,0,1196,0,10,13280
BR,2022-04-14,0,2837,0,45,36306
BR,2022-04-14,0,490,0,12,14924
BR,2022-04-14,0,829,0,33,18539
BR,2022-04-14,0,643,0,8,10507
BR,2022-04-14,0,912,0,13,10545
BR,2022-04-14,0,1898,0,15,12055
BR,2022-04-14,4,4119,0,43,26264
BR,2022-04-14,0,957,0,13,8776
BR,2022-04-14,0,253,0,12,12050
BR,2022-04-14,0,2025,0,87,37567
BR,2022-04-14,0,9981,0,107,72628
BR,2022-04-14,0,1598,0,27,14476
BR,2022-04-14,5,15176,0,143,46033
BR,2022-04-14,0,1743,0,20,15049
BR,2022-04-14,1,2613,0,43,18894
BR,2022-04-14,0,2198,0,50,17863
BR,2022-04-14,1,10564,0,181,62065
BR,2022-04-14,0,4591,0,95,21389
BR,2022-04-14,0,1389,0,18,12001
BR,2022-04-14,0,1387,0,19,15752
BR,2022-04-14,0,620,0,14,7545
BR,2022-04-14,0,5361,0,36,13830
BR,2022-04-14,19,17528,0,333,70473
BR,2022-04-14,51,9134,0,190,55915
BR,2022-04-14,0,382,0,6,2479
BR,2022-04-14,0,294,0,5,1254
BR,2022-04-14,1,7431,1,111,42361
BR,2022-04-14,0,2245,0,22,3347
BR,2022-04-14,0,645,0,8,4423
BR,2022-04-14,0,676,0,11,14959
BR,2022-04-14,0,2794,-3,46,54930
BR,2022-04-14,0,1177,1,14,17622
